lead_id,first_name,last_name,email,title,created_date,lead_age_days,company_name,industry,employee_count,employee_count_bucket,annual_revenue,annual_revenue_bucket,tech_stack,hq_location,total_engagements,unique_engagement_types,last_engagement_date,target,score
930,Heather,Kerr,baileymichael@yahoo.com,Network engineer,2025-06-05,11,Williams-Browning,Manufacturing,493,Large,71.03,Low,SAP,Lake Valeriemouth,4,3,2025-05-29 15:47:36.000,1,0.89
243,Brian,Holden,blairlatoya@hotmail.com,"Accountant, chartered certified",2025-05-15,32,"Lara, Chan and Buchanan",Finance,2672,Large,22.28,Low,Marketo,Jessicaview,1,1,2025-04-11 02:13:55.000,0,0.02
278,Dillon,Davis,nathan24@rowland.net,"Engineer, structural",2025-01-31,136,"Taylor, Jordan and Jordan",Finance,3621,Large,39.09,Low,HubSpot,Port Justintown,1,1,2025-02-28 22:59:52.000,0,0.03
294,Scott,Foster,aharrington@gmail.com,Purchasing manager,2025-06-05,11,Gilbert-Valdez,Technology,899,Large,99.53,Low,Oracle,Marshallfort,4,2,2025-06-03 23:33:36.000,1,0.93
316,Derek,Wolf,alexis85@yahoo.com,Mudlogger,2025-02-17,119,Stone LLC,Retail,2295,Large,86.39,Low,HubSpot,Adamsfurt,1,1,2025-03-28 15:19:02.000,0,0.03
516,Jay,Jones,kelsey42@moore-smith.com,"Biochemist, clinical",2025-05-30,17,Jacobson PLC,Retail,4824,Large,33.96,Low,Oracle,Mannport,1,1,2025-03-03 02:42:18.000,0,0.01
638,Joseph,Hayes,smithandrew@yahoo.com,Intelligence analyst,2025-03-10,98,Wright-Neal,Healthcare,3756,Large,2.93,Low,Oracle,Taylorstad,4,2,2025-04-04 06:50:01.000,1,0.98
783,Angela,Johnson,julie77@smith.com,Telecommunications researcher,2025-02-25,111,Olsen-Anderson,Finance,1092,Large,82.47,Low,Salesforce,Port Gina,2,2,2025-06-06 18:06:53.000,0,0.02
871,Andrea,Ward,jhodges@gmail.com,Geophysicist/field seismologist,2025-05-02,45,"Francis, Cisneros and Jones",Technology,552,Large,3.19,Low,HubSpot,Baileyshire,4,2,2025-06-03 18:48:47.000,1,0.95
924,Jose,Hayes,danasmith@moss-george.biz,"Accountant, chartered",2025-05-12,35,Torres Ltd,Manufacturing,4464,Large,47.4,Low,Salesforce,Fischermouth,2,2,2025-04-28 02:24:40.000,0,0.03
62,Jonathan,Ball,tiffanysmith@hotmail.com,Barrister's clerk,2025-05-28,19,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,1,1,2025-01-25 14:50:32.000,0,0.01
202,Jimmy,Hampton,stacy86@hotmail.com,Publishing rights manager,2025-02-22,114,Smith PLC,Manufacturing,3496,Large,84.06,Low,Oracle,Elizabethchester,1,1,2025-02-27 03:22:32.000,0,0.03
555,Jennifer,Thompson,alexisbrown@yahoo.com,Biomedical scientist,2025-01-02,165,"Hobbs, Munoz and Oliver",Finance,3267,Large,75.04,Low,Oracle,Jessicaberg,1,1,2025-03-12 15:18:18.000,0,0.04
815,Gary,Cross,juliahoward@gonzalez.com,"Scientist, research (physical sciences)",2025-01-30,137,Torres Ltd,Manufacturing,4464,Large,47.4,Low,Salesforce,Fischermouth,1,1,2025-05-01 01:41:26.000,0,0.03
816,Angela,Owens,sandra27@white.com,Bookseller,2025-01-13,154,"Kim, Robbins and Ayala",Technology,551,Large,30.75,Low,Marketo,Michaelview,5,2,2025-04-16 02:14:56.000,1,0.95
879,Christina,Dunn,raymond88@rubio.com,Chief Strategy Officer,2025-04-16,61,Perez Ltd,Finance,2806,Large,97.37,Low,HubSpot,Freemantown,2,1,2025-05-17 08:39:24.000,0,0.04
904,Joseph,Vazquez,christina37@flores.com,Immunologist,2025-04-15,62,"Taylor, Jordan and Jordan",Finance,3621,Large,39.09,Low,HubSpot,Port Justintown,4,2,2025-06-05 22:59:31.000,1,1.0
946,Christie,Larson,reynoldscourtney@fuller.biz,Biomedical scientist,2025-01-24,143,"Williams, Hicks and Williams",Technology,2290,Large,77.14,Low,Oracle,South Katherineborough,1,1,2025-04-01 05:32:07.000,0,0.01
472,Jesus,Paul,alyssagreen@simmons.com,"Engineer, structural",2025-05-05,42,Johnson and Sons,Healthcare,3115,Large,25.15,Low,Salesforce,Heathermouth,3,2,2025-04-23 04:15:30.000,0,0.08
572,Dominique,Hamilton,thomasjennifer@hotmail.com,Patent attorney,2025-04-23,54,Mcdaniel-Solomon,Finance,710,Large,86.16,Low,SAP,North Sandra,2,2,2025-04-24 05:56:44.000,0,0.03
634,Andrew,Ruiz,juliethomas@yahoo.com,Public relations officer,2025-05-27,20,Fry-Rodriguez,Healthcare,3219,Large,64.47,Low,HubSpot,Chavezfurt,1,1,2025-02-22 00:39:51.000,0,0.0
789,Shane,Day,charlesreed@gmail.com,Speech and language therapist,2025-04-10,67,"Cox, Smith and Padilla",Technology,1705,Large,35.19,Low,Marketo,New Leslie,1,1,2025-04-16 15:09:52.000,0,0.04
841,Rebecca,Cole,michaeljohnson@hotmail.com,"Biochemist, clinical",2025-02-16,120,Joseph Inc,Technology,4882,Large,13.91,Low,Marketo,East Patriciaport,1,1,2025-01-09 05:16:40.000,0,0.03
20,Tabitha,Norris,escobardwayne@moreno.com,"Engineer, agricultural",2025-04-09,68,Lynch Group,Healthcare,2840,Large,25.65,Low,HubSpot,North Stevenville,5,3,2025-05-20 04:53:45.000,1,0.99
66,Kristi,Moore,conleyhannah@gmail.com,Phytotherapist,2025-02-21,115,Whitehead Inc,Healthcare,915,Large,35.3,Low,Marketo,Tylermouth,1,1,2025-06-07 12:41:58.000,0,0.03
49,Michael,Cannon,harry52@yahoo.com,Magazine journalist,2025-02-01,135,Collins-Little,Manufacturing,1508,Large,57.9,Low,Marketo,Port Theresafort,4,3,2025-03-16 03:59:38.000,1,0.99
261,Melissa,Hernandez,gregoryhayden@gmail.com,Health physicist,2025-01-29,138,"Kim, Robbins and Ayala",Technology,551,Large,30.75,Low,Marketo,Michaelview,2,2,2025-05-17 12:26:41.000,0,0.04
236,Carmen,Lopez,lisachase@yahoo.com,Horticultural therapist,2025-04-27,50,Leon Inc,Technology,3090,Large,84.23,Low,HubSpot,Nicoleville,3,3,2025-06-07 00:10:09.000,0,0.02
325,Joseph,Friedman,drosales@hotmail.com,"Designer, graphic",2025-01-06,161,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,3,3,2025-06-06 04:08:33.000,0,0.0
95,Michelle,Carrillo,blackjohn@richard-maldonado.com,"Production assistant, television",2025-04-18,59,Roman Group,Healthcare,165,Medium,39.99,Low,HubSpot,Myersburgh,2,2,2025-03-24 14:34:08.000,0,0.01
150,Alexis,Buckley,jennifer63@gonzalez-zhang.com,Chief Strategy Officer,2025-03-08,100,Johnston and Sons,Finance,2419,Large,21.94,Low,HubSpot,Sloanbury,2,2,2025-05-04 19:26:39.000,0,0.05
211,Jason,Mckay,qsullivan@fitzgerald.net,Sports therapist,2025-04-06,71,Lopez Ltd,Finance,3295,Large,7.4,Low,Oracle,Tamarafurt,1,1,2025-05-22 23:59:06.000,0,0.03
231,James,Montes,leah59@myers.com,"Engineer, control and instrumentation",2025-02-19,117,"Davis, Hardin and Ferguson",Healthcare,4067,Large,90.63,Low,Marketo,New Christina,1,1,2025-05-23 21:18:11.000,0,0.01
308,Jason,Brown,ashley59@miller-west.com,"Engineer, communications",2025-03-04,104,Adams-Suarez,Technology,392,Large,71.56,Low,SAP,Coxside,3,3,2025-05-26 02:04:33.000,0,0.05
340,Jessica,Nguyen,andersonfrank@jackson.com,Medical technical officer,2025-06-07,9,Gibson-Rogers,Healthcare,2538,Large,28.48,Low,SAP,Michaelmouth,3,3,2025-04-23 21:09:43.000,0,0.1
369,Kimberly,Fox,michaelterry@gmail.com,"Loss adjuster, chartered",2025-02-21,115,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,3,2,2025-06-07 22:51:24.000,0,0.0
412,Cheyenne,Chang,matthewsseth@gmail.com,Telecommunications researcher,2025-04-23,54,Powers Inc,Technology,1821,Large,93.52,Low,Oracle,Garciahaven,3,2,2025-05-29 08:46:20.000,0,0.05
482,Mary,Merritt,mortonjeffrey@yahoo.com,Data processing manager,2025-05-18,29,Chapman Group,Finance,544,Large,12.03,Low,Salesforce,Carmentown,2,2,2025-04-29 10:40:11.000,0,0.04
520,Linda,Morrison,lesterchase@yahoo.com,"Research officer, political party",2025-01-14,153,Cooley Group,Manufacturing,1659,Large,2.29,Low,SAP,Nicholasville,1,1,2025-05-11 07:36:35.000,0,0.01
593,Lisa,Conway,evanswilliam@hotmail.com,Herpetologist,2025-03-16,92,"Tucker, Rivas and Wilson",Retail,2978,Large,79.96,Low,SAP,East Davidhaven,3,3,2025-04-04 21:43:35.000,0,0.01
664,Yvette,Grant,uleonard@gmail.com,"Engineer, aeronautical",2025-02-05,131,Graves-Murphy,Healthcare,1353,Large,2.05,Low,Salesforce,West Cristian,1,1,2025-05-08 16:38:22.000,0,0.04
701,Amy,Keith,amber26@foster-henson.com,Planning and development surveyor,2025-02-27,109,Stewart Inc,Retail,3370,Large,39.61,Low,Marketo,Gomezborough,5,4,2025-06-08 12:18:35.000,1,0.99
939,Michelle,Poole,smithjames@owens.org,Health and safety adviser,2025-04-23,54,"Jacobs, Hammond and Browning",Technology,1335,Large,40.6,Low,Salesforce,Lake Williamstad,4,2,2025-05-15 22:58:11.000,1,0.93
835,Michael,Solis,laurievargas@yahoo.com,Ophthalmologist,2025-01-03,164,Trujillo and Sons,Technology,2548,Large,59.13,Low,SAP,North Jeremy,3,3,2025-02-28 13:38:22.000,0,0.01
273,Edgar,Farley,macdonaldkatherine@bender.com,Jewellery designer,2025-04-25,52,"Ramos, Jackson and Evans",Manufacturing,177,Medium,47.55,Low,Oracle,Jasminefort,4,3,2025-04-11 12:05:32.000,1,0.97
428,Thomas,Hunt,pfitzgerald@spencer.com,Patent attorney,2025-02-19,117,Beasley LLC,Technology,772,Large,25.34,Low,SAP,East Megan,1,1,2025-05-27 02:28:06.000,0,0.06
431,Monique,Miller,jose34@reynolds-lawrence.com,"Librarian, academic",2025-03-20,88,"Cohen, Mckenzie and Vega",Technology,388,Large,36.1,Low,Oracle,Flowersview,2,2,2025-05-24 04:22:03.000,0,0.01
633,Amber,Williams,patrick15@allen.com,Management consultant,2025-02-16,120,Zamora-Pennington,Finance,1189,Large,9.56,Low,Oracle,Joshuatown,2,2,2025-04-08 22:49:15.000,0,0.01
650,Justin,Tate,vhood@hall-hernandez.com,Environmental consultant,2025-02-09,127,Roman Group,Healthcare,165,Medium,39.99,Low,HubSpot,Myersburgh,2,2,2025-06-01 11:21:55.000,0,0.0
705,Kimberly,Chapman,kflores@baker.com,Radiation protection practitioner,2025-01-31,136,Johnston and Sons,Finance,2419,Large,21.94,Low,HubSpot,Sloanbury,5,3,2025-05-20 12:16:51.000,1,1.0
720,Logan,Cochran,hmiller@gmail.com,Ecologist,2025-05-14,33,"Gordon, Shah and James",Healthcare,1614,Large,66.05,Low,Marketo,Angelabury,4,3,2025-03-18 03:00:17.000,1,1.0
735,Nicole,Gutierrez,keithmartinez@gmail.com,Paediatric nurse,2025-01-16,151,Sawyer LLC,Retail,3929,Large,54.46,Low,Oracle,Paulchester,5,4,2025-05-22 08:41:03.000,1,0.97
767,Douglas,Carroll,sharonmorales@hotmail.com,Garment/textile technologist,2025-05-30,17,"Hicks, Love and Liu",Technology,4861,Large,82.44,Low,HubSpot,Benjaminbury,2,2,2025-04-30 12:57:50.000,0,0.06
795,Andres,Berry,deborahbell@yahoo.com,Catering manager,2025-04-20,57,Sharp Ltd,Retail,798,Large,82.08,Low,SAP,Port Kristen,4,3,2025-05-24 13:38:30.000,1,0.95
870,Joyce,Clark,hbean@kelly-leonard.com,"Administrator, Civil Service",2025-03-23,85,Wright-Neal,Healthcare,3756,Large,2.93,Low,Oracle,Taylorstad,5,3,2025-03-10 05:20:55.000,1,0.99
881,Alan,Elliott,cooksamuel@robinson-dunn.com,"Therapist, nutritional",2025-03-06,102,Whitehead Inc,Healthcare,915,Large,35.3,Low,Marketo,Tylermouth,3,2,2025-04-08 22:21:47.000,0,0.01
925,Jeremy,Randall,timothynguyen@wilkins-vega.com,Chief Executive Officer,2025-02-25,111,Collins-Hall,Manufacturing,4080,Large,63.76,Low,Marketo,Brownland,2,2,2025-05-18 05:51:31.000,0,0.01
732,Lori,Morris,bobbybennett@smith.com,"Horticulturist, amenity",2025-04-17,60,"Mendoza, Adams and Davidson",Retail,1187,Large,16.93,Low,Marketo,Anthonystad,5,3,2025-06-08 11:16:46.000,1,0.98
984,Amy,Norman,simpsonevan@hubbard.com,Forensic scientist,2025-01-23,144,James-Flores,Technology,2499,Large,84.55,Low,HubSpot,Laurieville,4,3,2025-05-29 17:49:49.000,1,0.99
955,Abigail,Gilmore,cherrymonique@harris.com,Tax adviser,2025-01-20,147,Watson PLC,Retail,4509,Large,65.56,Low,HubSpot,North Kathybury,4,3,2025-04-28 23:51:57.000,1,0.98
765,Amanda,Burns,kimberly83@gmail.com,"Restaurant manager, fast food",2025-03-30,78,"Lara, Chan and Buchanan",Finance,2672,Large,22.28,Low,Marketo,Jessicaview,5,4,2025-04-14 14:27:15.000,1,0.96
52,Cheryl,Bryant,abigail78@gmail.com,Restaurant manager,2025-01-13,154,"Holmes, Porter and Vincent",Healthcare,4329,Large,96.66,Low,Salesforce,Hugheston,3,2,2025-03-03 02:21:02.000,0,0.04
28,Matthew,Johnson,mendozaalicia@gmail.com,Quarry manager,2025-03-01,107,Miller-Davis,Healthcare,668,Large,35.03,Low,Salesforce,West Kennethbury,5,3,2025-06-07 12:35:38.000,1,0.95
36,Jocelyn,White,floreshannah@barker-williams.com,"Engineer, broadcasting (operations)",2025-05-31,16,Orr-Lopez,Healthcare,71,Medium,23.98,Low,Oracle,New Davidside,2,2,2025-05-23 05:39:27.000,0,0.04
215,Tyler,Russell,henry91@moore.com,"Scientist, physiological",2025-02-13,123,Graves-Murphy,Healthcare,1353,Large,2.05,Low,Salesforce,West Cristian,1,1,2025-06-05 16:48:56.000,0,0.07
137,Steve,Kelly,kyle64@gmail.com,"Administrator, sports",2025-03-10,98,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,4,3,2025-04-19 12:40:19.000,1,0.87
350,Megan,Skinner,susansmith@scott-castillo.net,Arts development officer,2025-01-13,154,"Young, Cooper and Curtis",Healthcare,3481,Large,10.66,Low,SAP,Pamelafort,5,3,2025-05-25 13:36:19.000,1,0.97
382,Gregory,Jenkins,clarencepeters@hotmail.com,"Engineer, aeronautical",2025-04-05,72,Potter Inc,Retail,3863,Large,61.14,Low,Salesforce,East Monicashire,1,1,2025-01-21 16:43:34.000,0,0.01
418,Megan,Miller,karen19@berry.info,Best boy,2025-05-12,35,Harrell Inc,Finance,2450,Large,31.17,Low,SAP,Christopherburgh,5,3,2025-05-29 21:13:13.000,1,0.98
466,Patrick,Wright,simmonsalan@travis.com,"Engineer, petroleum",2025-02-01,135,Mills LLC,Manufacturing,3956,Large,61.48,Low,Salesforce,Port Maryport,5,3,2025-04-30 15:22:29.000,1,0.94
492,Charles,Campbell,laurentaylor@kelly.com,Ecologist,2025-05-29,18,"Scott, Smith and Chapman",Healthcare,2616,Large,64.37,Low,SAP,South Charles,5,3,2025-05-28 07:25:32.000,1,0.99
556,Virginia,Hicks,martinmarcus@hotmail.com,Horticultural consultant,2025-01-18,149,"Jones, Peters and Kelley",Manufacturing,3413,Large,37.03,Low,Marketo,East Jack,5,3,2025-05-02 15:50:43.000,1,0.91
557,Ann,Fischer,james43@harris.biz,Advertising account executive,2025-02-08,128,Torres-Taylor,Retail,4358,Large,91.26,Low,Salesforce,Melissatown,2,2,2025-04-12 02:38:27.000,0,0.02
462,Oscar,Cook,ukane@mcmillan.net,Passenger transport manager,2025-06-03,13,Shields-Martinez,Healthcare,1394,Large,69.29,Low,HubSpot,Moorechester,3,2,2025-05-16 11:11:17.000,0,0.01
630,Susan,Burnett,moorealison@hotmail.com,Solicitor,2025-01-13,154,Martinez Group,Manufacturing,2347,Large,47.88,Low,Marketo,Martinezville,3,2,2025-04-28 14:53:21.000,0,0.07
717,Dawn,Kennedy,thomas66@moore.biz,Ecologist,2025-03-05,103,Reilly-Adams,Manufacturing,2163,Large,11.16,Low,Oracle,Salazarhaven,5,2,2025-05-09 08:02:51.000,1,0.92
733,Robert,Rodriguez,phamjonathan@gmail.com,Manufacturing systems engineer,2025-04-08,69,Stewart Inc,Retail,3370,Large,39.61,Low,Marketo,Gomezborough,3,2,2025-06-01 19:24:47.000,0,0.03
746,Carla,Wong,stevensjason@yahoo.com,"Programme researcher, broadcasting/film/video",2025-05-15,32,"Jacobs, Hammond and Browning",Technology,1335,Large,40.6,Low,Salesforce,Lake Williamstad,3,2,2025-05-25 16:53:31.000,0,0.0
759,Marilyn,White,mmorales@franklin.com,"Nurse, learning disability",2025-04-16,61,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,3,1,2025-03-28 12:46:45.000,0,0.0
805,Andrew,Buck,snownicole@hotmail.com,Archivist,2025-02-19,117,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,4,3,2025-06-07 05:33:11.000,1,0.97
807,Jessica,Johnson,lrodriguez@yahoo.com,Technical author,2025-01-30,137,"Sosa, Smith and Alvarez",Technology,4167,Large,97.32,Low,HubSpot,Lake Pamela,5,3,2025-05-15 05:04:37.000,1,0.94
817,Maria,Pratt,angela83@hotmail.com,Manufacturing systems engineer,2025-05-24,23,"Francis, Cisneros and Jones",Technology,552,Large,3.19,Low,HubSpot,Baileyshire,2,2,2025-04-15 18:07:47.000,0,0.15
886,Tammy,Bowman,amber96@thornton-frey.biz,"Therapist, sports",2025-02-09,127,Potter Inc,Retail,3863,Large,61.14,Low,Salesforce,East Monicashire,1,1,2025-01-29 02:28:19.000,0,0.01
926,Kenneth,Sullivan,sara75@gmail.com,Purchasing manager,2025-04-30,47,Watson PLC,Retail,4509,Large,65.56,Low,HubSpot,North Kathybury,2,2,2025-03-05 17:29:48.000,0,0.02
964,Jennifer,Flowers,julia89@yahoo.com,Minerals surveyor,2025-05-16,31,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,3,3,2025-02-25 05:29:34.000,0,0.06
974,Fred,Roberts,esparzalisa@yahoo.com,Airline pilot,2025-01-17,150,"Cox, Smith and Padilla",Technology,1705,Large,35.19,Low,Marketo,New Leslie,2,2,2025-04-06 01:15:54.000,0,0.04
1000,Michael,Atkinson,leslie26@miles.com,"Producer, television/film/video",2025-02-26,110,"Mccoy, Waller and Rodriguez",Technology,1425,Large,29.06,Low,HubSpot,Lake Amy,4,3,2025-04-20 04:11:34.000,1,0.98
474,Michael,Harris,laura69@yahoo.com,Public house manager,2025-05-12,35,"Mendoza, Adams and Davidson",Retail,1187,Large,16.93,Low,Marketo,Anthonystad,2,1,2025-06-04 19:50:55.000,0,0.0
654,Ruth,Johnson,joseph17@yahoo.com,English as a second language teacher,2025-03-10,98,Baker-Henry,Retail,4065,Large,41.12,Low,HubSpot,West Carl,1,1,2025-01-06 14:17:06.000,0,0.03
893,Douglas,Pugh,hallhannah@tyler-thompson.info,Soil scientist,2025-01-27,140,Wells-Freeman,Manufacturing,107,Medium,60.39,Low,Oracle,West Tanya,2,2,2025-02-07 20:15:28.000,0,0.03
41,Margaret,Paul,taylorbest@hotmail.com,Information officer,2025-04-11,66,Merritt Inc,Finance,3028,Large,89.01,Low,Oracle,Justinbury,4,3,2025-04-11 21:00:23.000,1,1.0
27,Edward,Owens,brucegreen@barnes-benson.com,Data processing manager,2025-04-29,48,"English, Shaffer and Morales",Manufacturing,3520,Large,9.01,Low,Marketo,Port Johnbury,5,2,2025-06-04 18:01:28.000,1,0.96
483,Theresa,Nelson,georgebradley@cole.com,Building surveyor,2025-04-30,47,Watkins-Johnson,Technology,289,Large,16.84,Low,Salesforce,New Tammy,5,4,2025-05-03 07:06:43.000,1,0.9
595,Debra,Hayes,obrooks@gmail.com,Emergency planning/management officer,2025-05-22,25,"Wilson, Lopez and Doyle",Finance,1162,Large,47.33,Low,Salesforce,Hensleyburgh,1,1,2025-04-15 17:52:41.000,0,0.01
436,Ronald,Cherry,jcrosby@clayton.com,"Therapist, horticultural",2025-01-19,148,Zamora-Pennington,Finance,1189,Large,9.56,Low,Oracle,Joshuatown,5,2,2025-05-31 09:08:07.000,1,0.98
641,Ricardo,Parsons,fieldsrichard@carter.com,"Engineer, drilling",2025-02-04,132,Sanchez-Burns,Finance,4691,Large,39.9,Low,SAP,Howardville,5,2,2025-05-11 15:12:09.000,1,0.99
715,Michael,Martin,ashleywoods@hotmail.com,Learning mentor,2025-01-13,154,Walters Group,Healthcare,1923,Large,65.61,Low,Marketo,South Jackview,3,2,2025-04-06 19:11:40.000,0,0.01
775,Amber,Chung,shannonmark@miller.com,Writer,2025-03-01,107,Ward-Gray,Healthcare,1992,Large,95.73,Low,Oracle,Potterberg,5,3,2025-05-14 23:26:51.000,1,0.98
808,Katie,Davis,jessica38@bailey.biz,Quality manager,2025-01-09,158,Nicholson LLC,Retail,3590,Large,59.94,Low,Oracle,Anthonyfurt,2,2,2025-04-15 01:31:50.000,0,0.03
834,Diana,Conway,steven22@anderson.com,Ecologist,2025-01-25,142,Hardin-Delgado,Finance,974,Large,69.83,Low,SAP,Lisaburgh,2,2,2025-04-28 19:34:20.000,0,0.12
968,Amy,Gonzalez,jonescindy@fowler.com,Land/geomatics surveyor,2025-05-31,16,Rogers-Wilkins,Healthcare,557,Large,67.79,Low,Oracle,New Danielfort,1,1,2025-03-20 06:24:48.000,0,0.0
867,Amber,Jones,castrojesse@hotmail.com,Forest/woodland manager,2025-03-05,103,Martinez Group,Manufacturing,2347,Large,47.88,Low,Marketo,Martinezville,2,2,2025-01-31 22:15:29.000,0,0.09
359,Rebecca,Fox,ashley93@bonilla.net,Radiation protection practitioner,2025-03-11,97,Martinez Group,Manufacturing,2347,Large,47.88,Low,Marketo,Martinezville,2,2,2025-05-10 21:57:09.000,0,0.04
679,Brian,Greene,roberta84@williams.com,Operations geologist,2025-04-20,57,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,4,3,2025-05-19 15:23:58.000,1,0.97
680,Andrea,Vasquez,wcox@wu-freeman.com,"Doctor, hospital",2025-01-19,148,Foster-Martin,Finance,2786,Large,25.91,Low,Salesforce,South Brenda,3,3,2025-05-19 05:25:46.000,0,0.01
755,Walter,Torres,ugraham@yahoo.com,Human resources officer,2025-04-15,62,Rivers Inc,Technology,686,Large,53.66,Low,Salesforce,Rogersshire,3,3,2025-05-06 17:15:26.000,0,0.03
844,Jillian,White,lsmith@yahoo.com,Biomedical scientist,2025-04-25,52,Torres Ltd,Manufacturing,4464,Large,47.4,Low,Salesforce,Fischermouth,2,2,2025-04-28 18:14:32.000,0,0.01
50,Emily,Weaver,josephbernard@yahoo.com,Conference centre manager,2025-04-13,64,Campbell Inc,Healthcare,2560,Large,15.33,Low,Oracle,Robertton,3,2,2025-04-18 09:12:51.000,0,0.01
64,Karen,Mclaughlin,stewartjustin@wyatt.com,Probation officer,2025-01-25,142,Flores-Sanford,Healthcare,1498,Large,90.7,Low,Oracle,West Joe,5,2,2025-06-02 09:18:59.000,1,0.97
144,Jesse,Hayes,vjohnson@yahoo.com,Paediatric nurse,2025-06-06,10,Lopez Ltd,Finance,3295,Large,7.4,Low,Oracle,Tamarafurt,5,4,2025-04-16 12:58:43.000,1,0.98
242,Steven,Roy,adam46@gmail.com,Art therapist,2025-06-07,9,Gardner-Mays,Retail,1026,Large,25.96,Low,Marketo,North Amandastad,3,2,2025-05-15 10:04:47.000,0,0.0
269,Alexis,Larson,owalker@hotmail.com,"Engineer, biomedical",2025-01-05,162,Heath PLC,Retail,1009,Large,54.93,Low,Marketo,Evansstad,3,2,2025-05-31 15:08:31.000,0,0.01
320,Lisa,Mullen,ilawson@krueger-jackson.com,Clinical cytogeneticist,2025-04-06,71,Foster-Martin,Finance,2786,Large,25.91,Low,Salesforce,South Brenda,2,2,2025-05-11 07:40:41.000,0,0.03
383,Hannah,Ramos,qbarton@alvarez.org,Toxicologist,2025-02-11,125,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,2,1,2025-05-14 12:10:12.000,0,0.01
449,Jason,Lloyd,melissa95@hotmail.com,Patent examiner,2025-04-20,57,"Harrison, Sawyer and Harper",Retail,2306,Large,79.09,Low,Marketo,Matthewview,1,1,2025-01-09 18:45:46.000,0,0.18
475,Jeffrey,Potter,cheryl89@hotmail.com,Clinical cytogeneticist,2025-01-20,147,Hill-Becker,Healthcare,1561,Large,28.17,Low,Salesforce,Meadowsberg,5,3,2025-03-31 13:17:08.000,1,0.99
668,Rita,Hernandez,fponce@warner.com,Stage manager,2025-05-13,34,"Cohen, Mckenzie and Vega",Technology,388,Large,36.1,Low,Oracle,Flowersview,4,2,2025-04-09 01:32:05.000,1,0.87
729,Kimberly,Ortiz,hoffmancindy@mendoza.com,"Nurse, learning disability",2025-01-18,149,Olsen-Gonzales,Manufacturing,3179,Large,48.67,Low,SAP,East Janet,2,2,2025-02-05 15:48:11.000,0,0.0
731,Ashley,Randolph,shaunbolton@lowe.com,Telecommunications researcher,2025-03-01,107,"Harrison, Sawyer and Harper",Retail,2306,Large,79.09,Low,Marketo,Matthewview,1,1,2025-05-11 01:06:48.000,0,0.05
837,Christopher,Moreno,benjamin81@huynh.com,Immunologist,2025-06-04,12,Sharp Ltd,Retail,798,Large,82.08,Low,SAP,Port Kristen,4,4,2025-04-02 01:38:08.000,1,0.98
852,Matthew,Bell,wmanning@gmail.com,Medical technical officer,2025-01-15,152,James-Johnson,Finance,1247,Large,12.7,Low,Salesforce,Brandonborough,5,3,2025-06-06 08:46:43.000,1,0.97
876,Erik,Dillon,ashley27@hotmail.com,Food technologist,2025-01-06,161,Osborne Ltd,Retail,1220,Large,64.66,Low,SAP,Diazberg,2,2,2025-05-23 10:22:02.000,0,0.0
537,Anthony,Simmons,hendersondaniel@yahoo.com,Manufacturing systems engineer,2025-01-24,143,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,1,1,2025-02-17 22:48:40.000,0,0.0
561,Kelsey,Jordan,kprice@alexander-cardenas.org,"Administrator, charities/voluntary organisations",2025-02-21,115,Wells-Freeman,Manufacturing,107,Medium,60.39,Low,Oracle,West Tanya,4,3,2025-04-02 05:35:37.000,1,0.92
580,Amy,Watkins,amy90@wagner.net,"Editor, film/video",2025-01-06,161,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,1,1,2025-04-30 16:12:26.000,0,0.08
596,Danielle,Moore,rhaney@yahoo.com,"Administrator, local government",2025-04-08,69,Saunders-Harrison,Healthcare,1048,Large,19.87,Low,SAP,Mcdowellside,5,4,2025-06-04 20:36:37.000,1,0.97
526,Jason,Torres,fieldsjeremy@hotmail.com,Merchant navy officer,2025-04-29,48,Gomez-York,Retail,2386,Large,82.97,Low,SAP,Paulchester,1,1,2025-01-16 02:14:18.000,0,0.02
677,Christopher,Clark,jordan09@yahoo.com,"Solicitor, Scotland",2025-06-07,9,James-Johnson,Finance,1247,Large,12.7,Low,Salesforce,Brandonborough,1,1,2025-05-13 20:38:56.000,0,0.02
848,Shawn,Ford,martinjessica@hotmail.com,"Psychologist, sport and exercise",2025-03-28,80,Flores-Sanchez,Retail,4999,Large,70.43,Low,HubSpot,Camposfurt,2,2,2025-06-03 12:36:50.000,0,0.01
